# _tick,_time,frames,mean_episode_return_0,loss_0,mean_episode_return_1,loss_1
654,1714865738.563066,2092800,2.1654157638549805,4737.8564453125,-3.1146926879882812,6628.9189453125
655,1714865739.081119,2096000,2.209134340286255,5058.5751953125,-3.1146926879882812,6628.9189453125
656,1714865739.4341,2099200,2.209134340286255,5058.5751953125,-3.1437716484069824,6554.48388671875
657,1714865739.87861,2102400,2.187967300415039,4693.7841796875,-3.1437716484069824,6554.48388671875
658,1714865740.192481,2105600,2.187967300415039,4693.7841796875,-3.1465888023376465,6574.51953125
659,1714865740.678831,2108800,2.1671090126037598,4737.64013671875,-3.1465888023376465,6574.51953125
660,1714865741.091847,2112000,2.1671090126037598,4737.64013671875,-3.143414258956909,6390.728515625
661,1714865741.314851,2115200,2.1585161685943604,4464.18896484375,-3.143414258956909,6390.728515625
662,1714865741.942924,2118400,2.1585161685943604,4464.18896484375,-3.0962047576904297,6277.306640625
663,1714865742.070306,2121600,2.132819890975952,4680.31884765625,-3.0962047576904297,6277.306640625
664,1714865742.688502,2124800,2.1642706394195557,4549.7412109375,-3.0962047576904297,6277.306640625
665,1714865742.704198,2128000,2.1642706394195557,4549.7412109375,-3.1006054878234863,6055.427734375
666,1714865743.40724,2131200,2.1594126224517822,4808.724609375,-3.1006054878234863,6055.427734375
667,1714865743.47337,2134400,2.1594126224517822,4808.724609375,-3.1097261905670166,6348.18017578125
668,1714865744.04482,2137600,2.143458843231201,4588.7431640625,-3.1097261905670166,6348.18017578125
669,1714865744.237345,2140800,2.143458843231201,4588.7431640625,-3.076328754425049,6191.99560546875
670,1714865744.649429,2144000,2.119133234024048,4629.6875,-3.076328754425049,6191.99560546875
671,1714865745.031887,2147200,2.119133234024048,4629.6875,-3.060532331466675,6173.0185546875
672,1714865745.416854,2150400,2.1532838344573975,4301.31298828125,-3.060532331466675,6173.0185546875
673,1714865745.835177,2153600,2.1532838344573975,4301.31298828125,-3.073897123336792,6315.80615234375
674,1714865745.977062,2156800,2.1572635173797607,4728.27587890625,-3.073897123336792,6315.80615234375
675,1714865746.644764,2160000,2.1668031215667725,4223.45703125,-3.073897123336792,6315.80615234375
676,1714865746.6832168,2163200,2.1668031215667725,4223.45703125,-3.0989105701446533,6313.2001953125
677,1714865747.289227,2166400,2.1480376720428467,4625.8623046875,-3.0989105701446533,6313.2001953125
678,1714865747.417352,2169600,2.1480376720428467,4625.8623046875,-3.0910651683807373,6324.31005859375
679,1714865747.901227,2172800,2.1614999771118164,4326.34423828125,-3.0910651683807373,6324.31005859375
